Duração Entrevista;Data;Idioma;Idade;Genero;Dem_edu;Quantidade Educação Escolar;Tempo Trabalho;Pais;Dem_Expat;Cidade;Status Relacionamento;Filhos ou Dependentes;Dem_riskgroup;Dem_islolation;Dem_isolation_adults;Dem_isolation_kids;AD_gain;AD_loss;AD_check;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6104;05/04/2020 09:11;PT-BR;46;Female;PhD/Doctorate;College degree;Full time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;0;Yes;Isolated;1;0;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1090;05/04/2020 07:41;PT-BR;70;Female;College degree, bachelor, master;Some College or equivalent;Retired;Brazil;no;Rio de Janeiro;Divorced/widowed;0;Yes;Life carries on with minor changes;0;0;Program A;NA;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
885;05/04/2020 07:27;PT-BR;43;Male;College degree, bachelor, master;Some College or equivalent;Student;Brazil;no;Rio de Janeiro;Married/cohabiting;1;Yes;Isolated;1;1;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2107;05/04/2020 07:46;PT-BR;33;Female;College degree, bachelor, master;Up to 6 years of school;Self-employed;Brazil;no;RJ;Married/cohabiting;1;Yes;Isolated;1;1;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
863;05/04/2020 06:35;PT-BR;47;Female;College degree, bachelor, master;Up to 9 years of school;Self-employed;Brazil;no;Minas gerais;Married/cohabiting;2;Yes;Life carries on with minor changes;1;1;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2189;05/04/2020 06:47;PT-BR;48;Female;College degree, bachelor, master;NA;Full time employed;Brazil;no;Rio de Janeiro;Divorced/widowed;2;Yes;Isolated;2;1;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1015;05/04/2020 05:55;PT-BR;46;Female;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;Paraná;Married/cohabiting;3;Yes;Isolated;3;1;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1109;06/04/2020 05:44;PT-BR;48;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;São paulo;Married/cohabiting;2;Yes;NA;3;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1166;05/04/2020 02:08;PT-BR;37;Female;College degree, bachelor, master;Some College or equivalent;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;0;Yes;Isolated;1;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;06/04/2020 01:33;PT-BR;34;Male;College degree, bachelor, master;College degree;Not employed;Brazil;no;RJ;Single;0;Yes;Isolated;2;0;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1313;05/04/2020 01:26;PT-BR;48;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;yes;DF;Single;1;Yes;Isolated;2;2;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
760;05/04/2020 00:10;PT-BR;39;Male;College degree, bachelor, master;College degree;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;0;Yes;Isolated;1;0;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;04/04/2020 23:56;PT-BR;31;Female;College degree, bachelor, master;College degree;Not employed;Brazil;no;Rio Grande do Sul;Married/cohabiting;2;Yes;Isolated;1;2;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
977;04/04/2020 23:35;PT-BR;47;Female;College degree, bachelor, master;PhD/Doctorate;Self-employed;Brazil;no;Rio de Janeiro;Divorced/widowed;1;Yes;Isolated;1;0;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2767;04/04/2020 23:13;PT-BR;46;Female;PhD/Doctorate;College degree;Full time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;1;Yes;Isolated;2;1;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
832;04/04/2020 21:34;PT-BR;27;Female;College degree, bachelor, master;College degree;Not employed;Brazil;no;Rio de Janeiro;Single;0;No;Life carries on with minor changes;4;0;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1395;04/04/2020 21:34;PT-BR;64;Female;College degree, bachelor, master;Some College or equivalent;Retired;Brazil;no;Rio de Janeiro;Married/cohabiting;0;Yes;Life carries on with minor changes;1;0;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;05/04/2020 20:57;PT-BR;24;Female;College degree, bachelor, master;Up to 6 years of school;Student;Brazil;no;Rondônia;Single;0;Yes;Life carries on with minor changes;0;0;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1863;04/04/2020 21:22;PT-BR;46;Female;College degree, bachelor, master;Some College or equivalent;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;2;Yes;Life carries on with minor changes;1;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
751;05/04/2020 21:01;PT-BR;26;Female;College degree, bachelor, master;Up to 12 years of school;Self-employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;0;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6755;04/04/2020 22:40;PT-BR;45;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Self-employed;Brazil;no;NA;Other or would rather not say;0;Yes;Isolated;0;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;05/04/2020 20:04;PT-BR;30;Female;College degree, bachelor, master;None;Full time employed;Brazil;no;Rio de janeiro;Married/cohabiting;0;Yes;Isolated;NA;NA;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1105;04/04/2020 19:58;PT-BR;32;Male;College degree, bachelor, master;Up to 6 years of school;Full time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;3;Yes;Life carries on with minor changes;1;3;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
921;05/04/2020 19:49;PT-BR;49;Female;Some College, short continuing education or equivalent;Some College or equivalent;Self-employed;Brazil;no;Rio de Janeiro;Divorced/widowed;2;Yes;Life carries on with minor changes;1;1;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3128;05/04/2020 20:25;PT-BR;70;Male;College degree, bachelor, master;Up to 9 years of school;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;2;Yes;Isolated;2;0;NA;Program D;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1739;04/04/2020 19:54;PT-BR;52;Female;College degree, bachelor, master;Up to 6 years of school;Part time employed;Brazil;no;MS;Married/cohabiting;1;Yes;Life carries on with minor changes;1;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1023;04/04/2020 19:40;PT-BR;43;Male;College degree, bachelor, master;College degree;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;2;Yes;Life carries on with minor changes;1;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
819;04/04/2020 19:36;PT-BR;46;Female;College degree, bachelor, master;Up to 12 years of school;Self-employed;Brazil;no;Rio de Janeiro;Single;1;Yes;Isolated;2;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;05/04/2020 19:27;PT-BR;42;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;RJ;Married/cohabiting;2;Yes;Isolated;0;2;Program B;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
990;04/04/2020 19:32;PT-BR;26;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Not employed;Brazil;no;Maranhao;Single;0;Yes;Isolated;7;1;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1557;04/04/2020 19:41;PT-BR;55;Female;College degree, bachelor, master;Up to 12 years of school;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;0;Yes;Life carries on with minor changes;3;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1203;04/04/2020 19:34;PT-BR;28;Male;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;SP;Single;0;Yes;Life carries on with minor changes;0;0;Program B;NA;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;04/04/2020 19:27;PT-BR;25;Male;College degree, bachelor, master;College degree;Self-employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1380;04/04/2020 19:27;PT-BR;43;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;1;Yes;Isolated;1;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1256;05/04/2020 18:58;PT-BR;59;Female;College degree, bachelor, master;College degree;Part time employed;Brazil;no;MS;Single;1;Yes;Isolated;0;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1042;04/04/2020 18:50;PT-BR;54;Female;PhD/Doctorate;College degree;Full time employed;Brazil;no;Sc;Divorced/widowed;0;Yes;Isolated;4;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1812;04/04/2020 19:02;PT-BR;24;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1368;04/04/2020 18:48;PT-BR;39;Male;College degree, bachelor, master;Up to 6 years of school;Self-employed;Brazil;no;Rio de Janeiro;Single;0;No;Life carries on with minor changes;1;0;Program A;NA;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
693;04/04/2020 18:26;PT-BR;22;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de janeiro;Single;0;Yes;Isolated;2;0;Program A;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
808;04/04/2020 18:15;PT-BR;38;Female;College degree, bachelor, master;Some College or equivalent;Full time employed;Brazil;no;São Paulo;Divorced/widowed;1;Yes;Isolated;1;1;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1092;04/04/2020 18:06;PT-BR;25;Male;College degree, bachelor, master;College degree;Student;Brazil;no;São Paulo;Single;0;Yes;Life carries on with minor changes;0;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
811;04/04/2020 17:55;PT-BR;58;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;São Paulo;Single;0;Yes;Isolated;0;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
736;04/04/2020 17:38;PT-BR;52;Female;PhD/Doctorate;College degree;Full time employed;Brazil;no;São Paulo;Married/cohabiting;1;Yes;Isolated;3;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
765;04/04/2020 17:15;PT-BR;21;Male;Some College, short continuing education or equivalent;Some College or equivalent;Part time employed;Brazil;no;RJ;Single;0;Yes;Isolated;2;0;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1279;05/04/2020 16:16;EN;26;Female;College degree, bachelor, master;Up to 12 years of school;Not employed;Brazil;no;Rio de Janeiro;Married/cohabiting;3;Yes;Isolated;1;0;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
850;04/04/2020 15:45;PT-BR;27;Female;College degree, bachelor, master;None;Not employed;Brazil;no;RJ;Single;0;Yes;Isolated;3;0;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1658;04/04/2020 15:29;PT-BR;26;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2139;05/04/2020 14:57;PT-BR;26;Female;Some College, short continuing education or equivalent;Some College or equivalent;Self-employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1715;05/04/2020 13:56;PT-BR;20;Female;Some College, short continuing education or equivalent;None;Student;Brazil;no;Ceará;Single;0;Yes;Isolated;3;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
993;05/04/2020 12:41;PT-BR;19;Female;College degree, bachelor, master;College degree;Student;Brazil;no;rio de janeiro;Single;0;Yes;Isolated;2;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1635;04/04/2020 12:32;PT-BR;36;Male;College degree, bachelor, master;Some College or equivalent;Part time employed;Brazil;no;Ceará;Married/cohabiting;2;Yes;Isolated;2;1;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
600;04/04/2020 11:58;PT-BR;22;Male;Some College, short continuing education or equivalent;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;05/04/2020 11:21;PT-BR;27;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;São Paulo;Single;0;Yes;Isolated;3;0;NA;Program D;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
655;04/04/2020 11:25;FR;20;Female;College degree, bachelor, master;Some College or equivalent;Student;Brazil;yes;Boulogne-Billancourt;Single;1;Yes;Isolated;3;0;Program A;NA;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038;04/04/2020 11:21;PT-BR;23;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
741;04/04/2020 11:14;PT-BR;33;Female;PhD/Doctorate;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;0;Yes;Isolated;2;0;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
835;04/04/2020 11:14;PT-BR;20;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;RIO DE JANEIRO;Single;0;No;Life carries on with minor changes;3;1;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1192;05/04/2020 11:21;PT-BR;36;Male;PhD/Doctorate;Up to 6 years of school;Full time employed;Brazil;no;Sao Paulo;Single;0;Yes;Isolated;0;0;NA;Program D;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1347;04/04/2020 11:18;PT-BR;29;Male;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
992;04/04/2020 11:12;PT-BR;20;Female;Some College, short continuing education or equivalent;Up to 9 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;No;Isolated;1;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
