PARTICIPANTES;ID_PESQUISA;Duration..in.seconds.;RecordedDate;UserLanguage;Dem_age;Dem_gender;Dem_edu;Dem_edu_mom;Dem_employment;Country;Dem_Expat;Dem_state;Dem_maritalstatus;Dem_dependents;Dem_riskgroup;Dem_islolation;Dem_isolation_adults;Dem_isolation_kids;AD_gain;AD_loss;AD_check;Scale_PSS10_UCLA_1;Scale_PSS10_UCLA_2;Scale_PSS10_UCLA_3;Scale_PSS10_UCLA_4;Scale_PSS10_UCLA_5;Scale_PSS10_UCLA_6;Scale_PSS10_UCLA_7;Scale_PSS10_UCLA_8;Scale_PSS10_UCLA_9;Scale_PSS10_UCLA_10;Scale_SLON_1;Scale_SLON_2;Scale_SLON_3;OECD_people_1;OECD_people_2;OECD_insititutions_1;OECD_insititutions_2;OECD_insititutions_3;OECD_insititutions_4;OECD_insititutions_5;OECD_insititutions_6;Corona_concerns_1;Corona_concerns_2;Corona_concerns_3;Corona_concerns_4;Corona_concerns_5;Trust_countrymeasure;Compliance_1;Compliance_2;Compliance_3;Compliance_4;Compliance_5;Compliance_6;born_92;experience_war;experience_war_TXT;war_injury;loss_during_war;time_spent_in_war;time_spent_in_war_TXT;Scale_UCLA_TRI_1;Scale_UCLA_TRI_2;Scale_UCLA_TRI_3;Scale_UCLA_TRI_4;PS_PTSD_1;PS_PTSD_2;PS_PTSD_3;PS_PTSD_4;PS_PTSD_5;BFF_15_1;BFF_15_2;BFF_15_3;BFF_15_4;BFF_15_5;BFF_15_6;BFF_15_7;BFF_15_8;BFF_15_9;BFF_15_10;BFF_15_11;BFF_15_12;BFF_15_13;BFF_15_14;BFF_15_15;Expl_Distress_1;Expl_Distress_2;Expl_Distress_3;Expl_Distress_4;Expl_Distress_5;Expl_Distress_6;Expl_Distress_7;Expl_Distress_8;Expl_Distress_9;Expl_Distress_10;Expl_Distress_11;Expl_Distress_12;Expl_Distress_13;Expl_Distress_14;Expl_Distress_15;Expl_Distress_16;Expl_Distress_17;Expl_Distress_18;Expl_Distress_19;Expl_Distress_20;Expl_Distress_21;Expl_Distress_22;Expl_Distress_23;Expl_Distress_24;Expl_Distress_txt;SPS_1;SPS_2;SPS_3;SPS_4;SPS_5;SPS_6;SPS_7;SPS_8;SPS_9;SPS_10;Expl_Coping_1;Expl_Coping_2;Expl_Coping_3;Expl_Coping_4;Expl_Coping_5;Expl_Coping_6;Expl_Coping_7;Expl_Coping_8;Expl_Coping_9;Expl_Coping_10;Expl_Coping_11;Expl_Coping_12;Expl_Coping_13;Expl_Coping_14;Expl_Coping_15;Expl_Coping_16;Expl_coping_txt;Expl_media_1;Expl_media_2;Expl_media_3;Expl_media_4;Expl_media_5;Expl_media_6;Final_open;PSS10_avg;SLON3_avg;neu;ext;ope;agr;con;SPS_avg;Scale_UCLA_TRI_avg
664;96950;1970;01/04/2020 19:03;PT-BR;26;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Student;Brazil;no;Rio de janeiro;Married/cohabiting;1;Yes;Isolated;1;1;NA;Program C;No;3;4;5;3;3;5;4;3;5;4;3;4;4;4;9;4;4;4;2;7;5;6;6;6;6;6;5;6;6;6;4;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;4;4;6;4;6;6;6;6;1;4;6;6;1;6;6;5;4;4;3;1;3;6;1;6;6;6;6;6;3;5;1;3;5;1;6;1;6;1;NA;6;5;6;5;6;6;6;6;5;6;4;1;6;1;4;4;6;6;4;6;6;3;4;6;6;6;NA;6;6;6;3;4;4;NA;3.7;366.666.666.666.667;433.333.333.333.333;366.666.666.666.667;6;533.333.333.333.333;6;5.7;NA
665;96976;1196;31/03/2020 18:47;PT-BR;18;Female;Up to 12 years of school;Up to 6 years of school;Self-employed;Brazil;no;NA;Single;3;Not sure;Life carries on with minor changes;2;0;NA;Program D;Not sure;4;4;3;3;3;3;2;4;4;3;3;3;4;5;7;2;5;5;5;10;5;5;5;5;5;5;5;5;5;3;2;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;4;2;5;5;5;4;5;5;5;5;5;2;5;5;2;2;5;5;5;2;5;5;3;5;5;5;5;5;5;2;3;5;5;2;5;5;5;2;NA;6;5;4;4;6;5;6;5;5;6;5;4;5;4;5;5;4;4;5;5;5;5;5;5;5;5;NA;5;4;4;5;5;3; ;3.3;333.333.333.333.333;466.666.666.666.667;4;466.666.666.666.667;4;3;5.2;NA
666;97062;166;01/04/2020 18:19;PT-BR;22;Male;College degree, bachelor, master;Some College or equivalent;Not employed;Brazil;no;Rio de janeiro;Single;0;Yes;Isolated;2;0;Program A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
667;97079;834;31/03/2020 18:27;PT-BR;34;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;RJ;Married/cohabiting;2;Yes;Isolated;1;2;Program A;NA;No;3;5;3;4;2;4;4;3;3;3;2;2;3;7;8;1;6;9;7;10;4;5;5;5;5;6;0;6;6;5;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;3;4;5;4;4;2;5;5;3;2;2;1;5;1;5;1;1;1;1;5;5;5;1;6;5;4;5;5;5;5;5;5;5;2;2;6;6;NA;3;6;6;5;5;3;5;6;6;6;2;2;6;2;6;3;6;1;5;5;6;2;6;4;6;2;NA;1;1;1;1;5;1;NA;3.2;233.333.333.333.333;4;4;366.666.666.666.667;233.333.333.333.333;433.333.333.333.333;5.1;NA
668;97083;1589;31/03/2020 18:39;PT-BR;58;Female;College degree, bachelor, master;Some College or equivalent;Not employed;Brazil;no;Rio de Janeiro;Divorced/widowed;3;Yes;Life carries on with minor changes;3;0;Program B;NA;Yes;3;4;5;3;1;5;2;1;5;5;5;4;4;2;5;0;5;0;0;0;9;4;4;3;4;3;1;5;5;5;2;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;5;2;4;1;5;4;5;2;4;4;4;2;4;5;2;5;5;99;5;6;6;6;99;6;6;3;4;5;6;6;99;6;5;5;99;2;6;99;Não fazer musculação está sendo muito difícil.;6;5;4;5;4;6;6;6;4;6;5;5;5;5;5;3;1;1;5;6;5;5;5;5;6;5;NA;6;4;4;6;5;1;Existe uma manipulação da mídias e político quanto ao isolamento total.  Lockdown não é a solução para o Brasil.;4.4;433.333.333.333.333;533.333.333.333.333;233.333.333.333.333;366.666.666.666.667;366.666.666.666.667;333.333.333.333.333;5.2;NA
669;97090;1356;31/03/2020 18:35;PT-BR;23;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;0;0;NA;Program D;No;4;4;3;2;3;4;3;2;4;2;4;2;4;7;9;5;3;4;6;7;6;5;5;4;6;6;7;4;5;5;4;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;3;4;5;5;4;5;6;6;5;5;5;4;4;4;4;6;2;6;4;5;2;2;2;6;6;6;6;4;6;4;4;6;6;3;5;3;6;2;NA;6;5;5;4;6;6;6;6;6;6;4;2;6;2;6;4;5;5;5;5;4;6;5;6;5;4;NA;5;4;5;5;6;5;Com as ruas vazias, sinto muito mais insegurança dentro e fora de casa.;3.5;333.333.333.333.333;366.666.666.666.667;433.333.333.333.333;566.666.666.666.667;4;366.666.666.666.667;5.6;NA
670;97095;1145;31/03/2020 18:30;PT-BR;20;Female;Up to 12 years of school;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;3;0;NA;Program C;No;4;4;2;2;2;5;3;3;4;4;3;4;4;6;9;1;3;4;2;4;6;6;6;6;4;5;5;5;5;5;1;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;4;5;4;5;6;6;6;6;4;5;4;6;5;5;5;6;6;5;6;1;5;99;6;6;5;5;5;1;1;1;3;1;2;3;2;5;1;NA;6;6;6;6;6;6;6;6;6;6;6;4;6;1;6;6;6;6;6;5;4;6;5;6;4;6;NA;2;1;1;1;1;2;NA;3.7;366.666.666.666.667;3;366.666.666.666.667;6;333.333.333.333.333;333.333.333.333.333;6;NA
671;97111;2691;31/03/2020 18:54;PT-BR;28;Female;College degree, bachelor, master;PhD/Doctorate;Student;Brazil;yes;São Paulo;Single;0;Yes;Isolated;3;0;NA;Program C;Yes;3;4;4;2;1;5;3;2;4;3;2;3;2;5;7;4;4;6;9;10;5;5;5;5;5;5;3;6;5;5;2;5;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;4;3;3;1;6;6;6;6;6;5;2;6;6;3;4;6;99;5;5;3;1;6;99;5;6;5;5;5;3;3;5;3;3;3;5;3;5;5;NA;5;4;5;4;5;4;5;5;5;5;3;1;5;3;4;5;4;6;5;4;4;3;4;6;1;4;NA;4;5;4;3;4;3;NA;3.9;233.333.333.333.333;433.333.333.333.333;166.666.666.666.667;6;266.666.666.666.667;333.333.333.333.333;4.7;NA
672;97126;1065;31/03/2020 18:25;PT-BR;43;Male;College degree, bachelor, master;Some College or equivalent;Full time employed;Brazil;no;Sp;Married/cohabiting;1;Yes;Life carries on with minor changes;2;1;Program B;NA;Yes;2;4;2;4;3;2;4;4;1;2;1;2;1;2;2;1;7;1;3;0;8;4;4;4;4;4;9;6;6;6;1;1;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;5;5;3;6;5;6;6;3;1;3;6;4;6;1;1;1;1;3;1;1;6;1;6;6;4;6;6;1;1;1;1;1;1;6;1;3;1;NA;4;5;1;6;4;5;4;6;5;6;5;6;5;2;4;4;5;1;1;4;2;5;5;4;4;4;NA;4;6;6;5;4;4;Aumentou meu desprezo pelas pessoas que manipulam informações para ganhar poder e pelos que buscam notícias apenas para saciar seu viés de confirmação.;2.2;133.333.333.333.333;3;3;566.666.666.666.667;266.666.666.666.667;5;4.6;NA
673;97223;208;01/04/2020 17:58;PT-BR;25;Male;Some College, short continuing education or equivalent;PhD/Doctorate;Student;Brazil;no;Rio de Janeiro;Single;0;No;Isolated;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
674;97424;354;01/04/2020 17:35;PT-BR;23;Female;College degree, bachelor, master;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA;Program D;No;4;3;4;4;3;5;2;3;3;2;1;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.3;166.666.666.666.667;NA;NA;NA;NA;NA;NA;NA
675;97442;693;31/03/2020 17:38;PT-BR;19;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;Program A;NA;No;4;4;5;2;1;4;3;2;3;3;5;4;4;7;9;3;4;3;5;8;1;4;5;3;6;6;0;5;5;3;1;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;3;6;6;1;5;6;5;5;4;6;3;4;5;3;99;99;5;2;6;1;6;99;6;6;4;4;4;99;3;2;6;5;6;2;1;6;3;NA;6;6;6;6;6;6;6;6;6;6;4;3;6;3;6;5;3;4;6;5;2;6;4;6;3;5;NA;6;3;5;5;5;1;NA;3.9;433.333.333.333.333;433.333.333.333.333;6;533.333.333.333.333;4;366.666.666.666.667;6;NA
676;97591;773;31/03/2020 17:25;PT-BR;22;Female;Some College, short continuing education or equivalent;College degree;Full time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;NA;Program D;No;4;3;4;5;1;2;2;3;3;3;1;1;2;3;7;NA;NA;4;7;9;NA;6;6;6;6;6;0;6;6;6;1;3;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;6;2;3;4;3;3;6;3;3;2;5;5;5;6;2;2;99;4;5;2;1;2;99;4;5;6;6;5;2;3;2;2;2;2;6;1;4;99;NA;4;4;6;2;3;4;2;4;4;2;1;5;5;5;5;1;2;2;6;6;2;3;3;5;1;4;NA;1;6;6;1;2;1;NA;3.2;133.333.333.333.333;533.333.333.333.333;366.666.666.666.667;4;366.666.666.666.667;433.333.333.333.333;3.5;NA
677;97714;635;31/03/2020 17:14;PT;42;Male;PhD/Doctorate;College degree;Full time employed;Brazil;no;Pára;Married/cohabiting;1;Yes;Isolated;0;0;Program B;NA;No;4;4;4;3;2;4;3;3;4;4;4;3;4;4;4;2;2;5;1;6;NA;6;6;6;6;6;1;6;5;6;3;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;5;2;4;3;4;4;5;4;4;3;4;4;3;5;4;5;99;2;5;5;1;4;99;6;5;6;6;5;4;5;3;5;5;6;3;5;4;3;NA;4;4;5;5;3;4;3;5;5;4;2;1;4;1;4;4;6;3;4;4;5;1;5;4;5;4;NA;4;5;6;4;4;1;NA;3.7;366.666.666.666.667;533.333.333.333.333;333.333.333.333.333;433.333.333.333.333;333.333.333.333.333;433.333.333.333.333;4.2;NA
678;97744;1722;31/03/2020 17:30;FR;40;Male;College degree, bachelor, master;College degree;Part time employed;Brazil;yes;Brasilia;Married/cohabiting;0;Yes;Isolated;1;0;NA;Program D;Yes;1;2;3;5;4;1;4;5;4;2;1;1;5;7;8;0;2;5;3;3;1;2;5;4;6;6;0;5;5;5;1;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;5;6;2;6;5;5;5;6;3;4;3;4;5;1;99;99;5;1;3;1;1;99;6;3;2;4;4;99;1;1;1;4;4;2;1;2;1;NA;6;5;5;6;6;5;6;6;5;6;1;5;6;4;5;2;1;1;5;5;1;1;1;5;1;1;NA;6;5;5;4;6;2;NA;1.9;233.333.333.333.333;466.666.666.666.667;3;5;266.666.666.666.667;366.666.666.666.667;5.6;NA
679;98216;930;31/03/2020 16:46;PT-BR;34;Female;PhD/Doctorate;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;1;Yes;Life carries on with minor changes;1;1;Program A;NA;No;2;2;3;4;2;3;4;4;2;2;4;3;3;7;9;1;3;5;4;7;6;5;5;4;6;5;4;6;6;6;5;3;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;4;5;5;3;6;5;6;2;6;5;2;4;6;3;4;5;5;5;5;5;4;6;6;4;6;6;6;3;4;4;4;6;3;4;1;5;6;NA;5;5;5;5;6;5;6;6;5;6;4;6;5;5;6;5;3;4;6;4;3;5;6;6;6;4;NA;5;4;6;5;6;2;NA;2.4;333.333.333.333.333;266.666.666.666.667;466.666.666.666.667;566.666.666.666.667;533.333.333.333.333;366.666.666.666.667;5.4;NA
